State;Year;Month;Frequency;Variable;Value;Unit
Nebraska;2004;January;Annualy;Carbon Emissions from Oil;15.712996;Million Metric Tons of Carbon Dioxide
Nebraska;2006;January;Annualy;Carbon Emissions from Oil;15.557176;Million Metric Tons of Carbon Dioxide
Nebraska;2010;January;Annualy;Carbon Emissions from Oil;16.509948;Million Metric Tons of Carbon Dioxide
Nebraska;2013;January;Annualy;Carbon Emissions from Oil;15.981781;Million Metric Tons of Carbon Dioxide
Nebraska;2014;January;Annualy;Carbon Emissions from Oil;16.264139;Million Metric Tons of Carbon Dioxide
Nebraska;2017;January;Annualy;Carbon Emissions from Oil;16.364958;Million Metric Tons of Carbon Dioxide
Nebraska;1981;January;Annualy;Carbon Emissions from Gas;7.161132;Million Metric Tons of Carbon Dioxide
Nebraska;1994;January;Annualy;Carbon Emissions from Gas;6.602879;Million Metric Tons of Carbon Dioxide
Nebraska;2000;January;Annualy;Carbon Emissions from Gas;6.74543;Million Metric Tons of Carbon Dioxide
Nebraska;2004;January;Annualy;Carbon Emissions from Gas;6.134425;Million Metric Tons of Carbon Dioxide
Nebraska;2005;January;Annualy;Carbon Emissions from Gas;6.353249;Million Metric Tons of Carbon Dioxide
Nebraska;2015;January;Annualy;Carbon Emissions from Gas;9.013737;Million Metric Tons of Carbon Dioxide
Nebraska;1981;January;Annualy;Total Per Capita Carbon Emissions;0.017991593;Mg/person
Nebraska;1986;January;Annualy;Total Per Capita Carbon Emissions;0.018293461;Mg/person
Nebraska;2000;January;Annualy;Total Per Capita Carbon Emissions;0.024268913;Mg/person
Nebraska;2001;January;Annualy;Total Per Capita Carbon Emissions;0.024941435;Mg/person
Nebraska;2004;January;Annualy;Total Per Capita Carbon Emissions;0.024743501;Mg/person
Nebraska;2008;January;Annualy;Total Per Capita Carbon Emissions;0.025958136;Mg/person
Nebraska;2013;January;Annualy;Total Per Capita Carbon Emissions;0.028653288;Mg/person
Nebraska;1982;January;Annualy;Per Capita Carbon Emissions from Coal;0.005753012;Mg/person
Nebraska;1984;January;Annualy;Per Capita Carbon Emissions from Coal;0.007364795;Mg/person
Nebraska;1991;January;Annualy;Per Capita Carbon Emissions from Coal;0.00898916;Mg/person
Nebraska;1992;January;Annualy;Per Capita Carbon Emissions from Coal;0.008300019;Mg/person
Nebraska;1993;January;Annualy;Per Capita Carbon Emissions from Coal;0.009738554;Mg/person
Nebraska;1996;January;Annualy;Per Capita Carbon Emissions from Coal;0.010256989;Mg/person
Nebraska;1999;January;Annualy;Per Capita Carbon Emissions from Coal;0.011224301;Mg/person
Nebraska;2001;January;Annualy;Per Capita Carbon Emissions from Coal;0.012445734;Mg/person
Nebraska;2002;January;Annualy;Per Capita Carbon Emissions from Coal;0.011905517;Mg/person
Nebraska;2004;January;Annualy;Per Capita Carbon Emissions from Coal;0.012068985;Mg/person
Nebraska;2005;January;Annualy;Per Capita Carbon Emissions from Coal;0.012260034;Mg/person
Nebraska;2010;January;Annualy;Per Capita Carbon Emissions from Coal;0.013284122;Mg/person
Nebraska;2014;January;Annualy;Per Capita Carbon Emissions from Coal;0.014044288;Mg/person
Nebraska;2016;January;Annualy;Per Capita Carbon Emissions from Coal;0.01204244;Mg/person
Nebraska;2017;January;Annualy;Per Capita Carbon Emissions from Coal;0.011637268;Mg/person
Nebraska;1980;January;Annualy;Per Capita Carbon Emissions from Oil;0.008268163;Mg/person
Nebraska;1982;January;Annualy;Per Capita Carbon Emissions from Oil;0.008028929;Mg/person
Nebraska;2002;January;Annualy;Per Capita Carbon Emissions from Oil;0.008904122;Mg/person
Nebraska;2016;January;Annualy;Per Capita Carbon Emissions from Oil;0.00861637;Mg/person
Nebraska;1982;January;Annualy;Per Capita Carbon Emissions from Gas;0.004551834;Mg/person
Nebraska;2000;January;Annualy;Per Capita Carbon Emissions from Gas;0.003939732;Mg/person
Nebraska;2001;January;Annualy;Per Capita Carbon Emissions from Gas;0.003826923;Mg/person
Nebraska;2007;January;Annualy;Per Capita Carbon Emissions from Gas;0.00456627;Mg/person
Nebraska;2009;January;Annualy;Per Capita Carbon Emissions from Gas;0.004841733;Mg/person
Nebraska;2010;January;Annualy;Per Capita Carbon Emissions from Gas;0.004906963;Mg/person
Nebraska;2013;January;Annualy;Per Capita Carbon Emissions from Gas;0.005094214;Mg/person
Nebraska;2014;January;Annualy;Per Capita Carbon Emissions from Gas;0.00506973;Mg/person
Nevada;1984;January;Annualy;Total Carbon Emissions;26.20259;Million Metric Tons of Carbon Dioxide
Nevada;1988;January;Annualy;Total Carbon Emissions;31.104114;Million Metric Tons of Carbon Dioxide
Nevada;1994;January;Annualy;Total Carbon Emissions;36.18853;Million Metric Tons of Carbon Dioxide
Nevada;1997;January;Annualy;Total Carbon Emissions;37.899861;Million Metric Tons of Carbon Dioxide
Nevada;2003;January;Annualy;Total Carbon Emissions;43.516188;Million Metric Tons of Carbon Dioxide
Nevada;2005;January;Annualy;Total Carbon Emissions;49.758571;Million Metric Tons of Carbon Dioxide
Nevada;2006;January;Annualy;Total Carbon Emissions;41.306772;Million Metric Tons of Carbon Dioxide
Nevada;2007;January;Annualy;Total Carbon Emissions;41.511162;Million Metric Tons of Carbon Dioxide
Nevada;2011;January;Annualy;Total Carbon Emissions;33.704141;Million Metric Tons of Carbon Dioxide
Nevada;1981;January;Annualy;Carbon Emissions from Coal;10.52261;Million Metric Tons of Carbon Dioxide
Nevada;1982;January;Annualy;Carbon Emissions from Coal;13.757739;Million Metric Tons of Carbon Dioxide
Nevada;1984;January;Annualy;Carbon Emissions from Coal;14.620813;Million Metric Tons of Carbon Dioxide
Nevada;1985;January;Annualy;Carbon Emissions from Coal;11.866425;Million Metric Tons of Carbon Dioxide
Nevada;1990;January;Annualy;Carbon Emissions from Coal;15.730189;Million Metric Tons of Carbon Dioxide
Nevada;1993;January;Annualy;Carbon Emissions from Coal;16.362087;Million Metric Tons of Carbon Dioxide
Nevada;2006;January;Annualy;Carbon Emissions from Coal;8.038279;Million Metric Tons of Carbon Dioxide
Nevada;2017;January;Annualy;Carbon Emissions from Coal;2.602433;Million Metric Tons of Carbon Dioxide
Nevada;1984;January;Annualy;Carbon Emissions from Oil;9.22119;Million Metric Tons of Carbon Dioxide
Nevada;1985;January;Annualy;Carbon Emissions from Oil;9.177436;Million Metric Tons of Carbon Dioxide
Nevada;1992;January;Annualy;Carbon Emissions from Oil;12.222129;Million Metric Tons of Carbon Dioxide
Nevada;1995;January;Annualy;Carbon Emissions from Oil;13.953212;Million Metric Tons of Carbon Dioxide
Nevada;1998;January;Annualy;Carbon Emissions from Oil;14.854094;Million Metric Tons of Carbon Dioxide
Nevada;2005;January;Annualy;Carbon Emissions from Oil;18.34342;Million Metric Tons of Carbon Dioxide
Nevada;2008;January;Annualy;Carbon Emissions from Oil;17.701043;Million Metric Tons of Carbon Dioxide
Nevada;2009;January;Annualy;Carbon Emissions from Oil;16.174577;Million Metric Tons of Carbon Dioxide
Nevada;2010;January;Annualy;Carbon Emissions from Oil;15.556698;Million Metric Tons of Carbon Dioxide
Nevada;2014;January;Annualy;Carbon Emissions from Oil;15.643351;Million Metric Tons of Carbon Dioxide
Nevada;1982;January;Annualy;Carbon Emissions from Gas;2.634069;Million Metric Tons of Carbon Dioxide
Nevada;1986;January;Annualy;Carbon Emissions from Gas;1.885719;Million Metric Tons of Carbon Dioxide
Nevada;1987;January;Annualy;Carbon Emissions from Gas;2.199204;Million Metric Tons of Carbon Dioxide
Nevada;1997;January;Annualy;Carbon Emissions from Gas;7.165641;Million Metric Tons of Carbon Dioxide
Nevada;1999;January;Annualy;Carbon Emissions from Gas;8.463127;Million Metric Tons of Carbon Dioxide
Nevada;2001;January;Annualy;Carbon Emissions from Gas;9.592062;Million Metric Tons of Carbon Dioxide
Nevada;2002;January;Annualy;Carbon Emissions from Gas;9.581221;Million Metric Tons of Carbon Dioxide
Nevada;2005;January;Annualy;Carbon Emissions from Gas;12.497615;Million Metric Tons of Carbon Dioxide
Nevada;2008;January;Annualy;Carbon Emissions from Gas;14.569785;Million Metric Tons of Carbon Dioxide
Nevada;2010;January;Annualy;Carbon Emissions from Gas;14.192385;Million Metric Tons of Carbon Dioxide
Nevada;1992;January;Annualy;Total Per Capita Carbon Emissions;0.025174834;Mg/person
Nevada;2000;January;Annualy;Total Per Capita Carbon Emissions;0.022476621;Mg/person
Nevada;2005;January;Annualy;Total Per Capita Carbon Emissions;0.020501698;Mg/person
Nevada;2008;January;Annualy;Total Per Capita Carbon Emissions;0.015407163;Mg/person
Nevada;2011;January;Annualy;Total Per Capita Carbon Emissions;0.01242412;Mg/person
Nevada;2012;January;Annualy;Total Per Capita Carbon Emissions;0.012520139;Mg/person
Nevada;2017;January;Annualy;Total Per Capita Carbon Emissions;0.012245868;Mg/person
Nevada;1982;January;Annualy;Per Capita Carbon Emissions from Coal;0.015654476;Mg/person
Nevada;1988;January;Annualy;Per Capita Carbon Emissions from Coal;0.016092694;Mg/person
Nevada;1991;January;Annualy;Per Capita Carbon Emissions from Coal;0.013229098;Mg/person
Nevada;1994;January;Annualy;Per Capita Carbon Emissions from Coal;0.011672714;Mg/person
Nevada;1995;January;Annualy;Per Capita Carbon Emissions from Coal;0.010027678;Mg/person
Nevada;2004;January;Annualy;Per Capita Carbon Emissions from Coal;0.007792454;Mg/person
Nevada;2005;January;Annualy;Per Capita Carbon Emissions from Coal;0.007680672;Mg/person
Nevada;2014;January;Annualy;Per Capita Carbon Emissions from Coal;0.002682411;Mg/person
Nevada;1981;January;Annualy;Per Capita Carbon Emissions from Oil;0.0107355;Mg/person
Nevada;1983;January;Annualy;Per Capita Carbon Emissions from Oil;0.010532419;Mg/person
Nevada;1988;January;Annualy;Per Capita Carbon Emissions from Oil;0.010604434;Mg/person
Nevada;1992;January;Annualy;Per Capita Carbon Emissions from Oil;0.009318446;Mg/person
Nevada;1993;January;Annualy;Per Capita Carbon Emissions from Oil;0.009491399;Mg/person
Nevada;1997;January;Annualy;Per Capita Carbon Emissions from Oil;0.009011799;Mg/person
Nevada;2000;January;Annualy;Per Capita Carbon Emissions from Oil;0.008049537;Mg/person
Nevada;2004;January;Annualy;Per Capita Carbon Emissions from Oil;0.007541996;Mg/person
Nevada;1983;January;Annualy;Per Capita Carbon Emissions from Gas;0.002660822;Mg/person
Nevada;2001;January;Annualy;Per Capita Carbon Emissions from Gas;0.004582941;Mg/person
Nevada;2002;January;Annualy;Per Capita Carbon Emissions from Gas;0.00441799;Mg/person
Nevada;2003;January;Annualy;Per Capita Carbon Emissions from Gas;0.004507404;Mg/person
Nevada;2008;January;Annualy;Per Capita Carbon Emissions from Gas;0.005496649;Mg/person
Nevada;2010;January;Annualy;Per Capita Carbon Emissions from Gas;0.005251646;Mg/person
Nevada;2013;January;Annualy;Per Capita Carbon Emissions from Gas;0.005385888;Mg/person
New Hampshire;1981;January;Annualy;Total Carbon Emissions;11.554795;Million Metric Tons of Carbon Dioxide
New Hampshire;1985;January;Annualy;Total Carbon Emissions;13.273589;Million Metric Tons of Carbon Dioxide
New Hampshire;1986;January;Annualy;Total Carbon Emissions;14.041118;Million Metric Tons of Carbon Dioxide
New Hampshire;1994;January;Annualy;Total Carbon Emissions;14.981279;Million Metric Tons of Carbon Dioxide
New Hampshire;2001;January;Annualy;Total Carbon Emissions;16.865991;Million Metric Tons of Carbon Dioxide
New Hampshire;2004;January;Annualy;Total Carbon Emissions;21.831396;Million Metric Tons of Carbon Dioxide
New Hampshire;2009;January;Annualy;Total Carbon Emissions;16.98336;Million Metric Tons of Carbon Dioxide
New Hampshire;1980;January;Annualy;Carbon Emissions from Coal;2.74467;Million Metric Tons of Carbon Dioxide
New Hampshire;1982;January;Annualy;Carbon Emissions from Coal;2.594099;Million Metric Tons of Carbon Dioxide
New Hampshire;1992;January;Annualy;Carbon Emissions from Coal;3.304752;Million Metric Tons of Carbon Dioxide
New Hampshire;1994;January;Annualy;Carbon Emissions from Coal;3.187967;Million Metric Tons of Carbon Dioxide
New Hampshire;1998;January;Annualy;Carbon Emissions from Coal;3.67448;Million Metric Tons of Carbon Dioxide
New Hampshire;2002;January;Annualy;Carbon Emissions from Coal;3.806318;Million Metric Tons of Carbon Dioxide
New Hampshire;2004;January;Annualy;Carbon Emissions from Coal;4.15744;Million Metric Tons of Carbon Dioxide
New Hampshire;2008;January;Annualy;Carbon Emissions from Coal;3.8438;Million Metric Tons of Carbon Dioxide
New Hampshire;2016;January;Annualy;Carbon Emissions from Coal;0.504056;Million Metric Tons of Carbon Dioxide
New Hampshire;1986;January;Annualy;Carbon Emissions from Oil;11.132236;Million Metric Tons of Carbon Dioxide
New Hampshire;1990;January;Annualy;Carbon Emissions from Oil;10.944244;Million Metric Tons of Carbon Dioxide
New Hampshire;2000;January;Annualy;Carbon Emissions from Oil;11.82086;Million Metric Tons of Carbon Dioxide
New Hampshire;2005;January;Annualy;Carbon Emissions from Oil;13.083905;Million Metric Tons of Carbon Dioxide
New Hampshire;2007;January;Annualy;Carbon Emissions from Oil;11.380181;Million Metric Tons of Carbon Dioxide
New Hampshire;2015;January;Annualy;Carbon Emissions from Oil;10.328708;Million Metric Tons of Carbon Dioxide
New Hampshire;2017;January;Annualy;Carbon Emissions from Oil;10.276275;Million Metric Tons of Carbon Dioxide
New Hampshire;1981;January;Annualy;Carbon Emissions from Gas;0.546839;Million Metric Tons of Carbon Dioxide
New Hampshire;1984;January;Annualy;Carbon Emissions from Gas;0.567359;Million Metric Tons of Carbon Dioxide
New Hampshire;1985;January;Annualy;Carbon Emissions from Gas;0.572814;Million Metric Tons of Carbon Dioxide
New Hampshire;2002;January;Annualy;Carbon Emissions from Gas;1.377679;Million Metric Tons of Carbon Dioxide
New Hampshire;2004;January;Annualy;Carbon Emissions from Gas;3.380196;Million Metric Tons of Carbon Dioxide
New Hampshire;2010;January;Annualy;Carbon Emissions from Gas;3.314649;Million Metric Tons of Carbon Dioxide
New Hampshire;1985;January;Annualy;Total Per Capita Carbon Emissions;0.013343326;Mg/person
New Hampshire;1986;January;Annualy;Total Per Capita Carbon Emissions;0.013755386;Mg/person
New Hampshire;1996;January;Annualy;Total Per Capita Carbon Emissions;0.013180928;Mg/person
New Hampshire;2002;January;Annualy;Total Per Capita Carbon Emissions;0.013893245;Mg/person
New Hampshire;1982;January;Annualy;Per Capita Carbon Emissions from Coal;0.002743429;Mg/person
New Hampshire;1985;January;Annualy;Per Capita Carbon Emissions from Coal;0.003712053;Mg/person
New Hampshire;1999;January;Annualy;Per Capita Carbon Emissions from Coal;0.002747404;Mg/person
New Hampshire;2003;January;Annualy;Per Capita Carbon Emissions from Coal;0.003072119;Mg/person
New Hampshire;2009;January;Annualy;Per Capita Carbon Emissions from Coal;0.00235675;Mg/person
New Hampshire;2015;January;Annualy;Per Capita Carbon Emissions from Coal;0.000785504;Mg/person
New Hampshire;2017;January;Annualy;Per Capita Carbon Emissions from Coal;0.000255966;Mg/person
New Hampshire;1981;January;Annualy;Per Capita Carbon Emissions from Oil;0.009395476;Mg/person
New Hampshire;1991;January;Annualy;Per Capita Carbon Emissions from Oil;0.009303964;Mg/person
New Hampshire;1997;January;Annualy;Per Capita Carbon Emissions from Oil;0.009631456;Mg/person
New Hampshire;1998;January;Annualy;Per Capita Carbon Emissions from Oil;0.010119554;Mg/person
New Hampshire;2002;January;Annualy;Per Capita Carbon Emissions from Oil;0.00983804;Mg/person
New Hampshire;2008;January;Annualy;Per Capita Carbon Emissions from Oil;0.008371183;Mg/person
New Hampshire;2013;January;Annualy;Per Capita Carbon Emissions from Oil;0.007302603;Mg/person
New Hampshire;2015;January;Annualy;Per Capita Carbon Emissions from Oil;0.007729368;Mg/person
New Hampshire;1980;January;Annualy;Per Capita Carbon Emissions from Gas;0.000540979;Mg/person
New Hampshire;1985;January;Annualy;Per Capita Carbon Emissions from Gas;0.000601955;Mg/person
New Hampshire;1986;January;Annualy;Per Capita Carbon Emissions from Gas;0.00048778;Mg/person
New Hampshire;1987;January;Annualy;Per Capita Carbon Emissions from Gas;0.000569104;Mg/person
New Hampshire;1990;January;Annualy;Per Capita Carbon Emissions from Gas;0.000719534;Mg/person
New Hampshire;1991;January;Annualy;Per Capita Carbon Emissions from Gas;0.000632308;Mg/person
New Hampshire;1995;January;Annualy;Per Capita Carbon Emissions from Gas;0.000960192;Mg/person
New Hampshire;1999;January;Annualy;Per Capita Carbon Emissions from Gas;0.000915801;Mg/person
New Hampshire;2000;January;Annualy;Per Capita Carbon Emissions from Gas;0.001121442;Mg/person
New Hampshire;2003;January;Annualy;Per Capita Carbon Emissions from Gas;0.002338765;Mg/person
New Hampshire;2015;January;Annualy;Per Capita Carbon Emissions from Gas;0.002802993;Mg/person
New Jersey;1985;January;Annualy;Total Carbon Emissions;111.522718;Million Metric Tons of Carbon Dioxide
New Jersey;2004;January;Annualy;Total Carbon Emissions;122.864205;Million Metric Tons of Carbon Dioxide
New Jersey;2005;January;Annualy;Total Carbon Emissions;127.670688;Million Metric Tons of Carbon Dioxide
New Jersey;1984;January;Annualy;Carbon Emissions from Coal;7.892154;Million Metric Tons of Carbon Dioxide
New Jersey;1989;January;Annualy;Carbon Emissions from Coal;8.922269;Million Metric Tons of Carbon Dioxide
New Jersey;1992;January;Annualy;Carbon Emissions from Coal;5.977675;Million Metric Tons of Carbon Dioxide
New Jersey;1996;January;Annualy;Carbon Emissions from Coal;8.234994;Million Metric Tons of Carbon Dioxide
New Jersey;1998;January;Annualy;Carbon Emissions from Coal;8.204152;Million Metric Tons of Carbon Dioxide
New Jersey;2014;January;Annualy;Carbon Emissions from Coal;2.935409;Million Metric Tons of Carbon Dioxide
New Jersey;1981;January;Annualy;Carbon Emissions from Oil;80.17666;Million Metric Tons of Carbon Dioxide
New Jersey;1982;January;Annualy;Carbon Emissions from Oil;82.031764;Million Metric Tons of Carbon Dioxide
New Jersey;1986;January;Annualy;Carbon Emissions from Oil;86.761917;Million Metric Tons of Carbon Dioxide
New Jersey;1988;January;Annualy;Carbon Emissions from Oil;85.780053;Million Metric Tons of Carbon Dioxide
New Jersey;2015;January;Annualy;Carbon Emissions from Oil;67.534968;Million Metric Tons of Carbon Dioxide
New Jersey;1980;January;Annualy;Carbon Emissions from Gas;18.570151;Million Metric Tons of Carbon Dioxide
New Jersey;1985;January;Annualy;Carbon Emissions from Gas;20.59703;Million Metric Tons of Carbon Dioxide
New Jersey;1993;January;Annualy;Carbon Emissions from Gas;35.332456;Million Metric Tons of Carbon Dioxide
New Jersey;1997;January;Annualy;Carbon Emissions from Gas;39.294153;Million Metric Tons of Carbon Dioxide
New Jersey;1998;January;Annualy;Carbon Emissions from Gas;37.35426;Million Metric Tons of Carbon Dioxide
New Jersey;2003;January;Annualy;Carbon Emissions from Gas;33.689948;Million Metric Tons of Carbon Dioxide
New Jersey;2004;January;Annualy;Carbon Emissions from Gas;34.158018;Million Metric Tons of Carbon Dioxide
New Jersey;2013;January;Annualy;Carbon Emissions from Gas;37.735919;Million Metric Tons of Carbon Dioxide
New Jersey;2014;January;Annualy;Carbon Emissions from Gas;42.689862;Million Metric Tons of Carbon Dioxide
New Jersey;1982;January;Annualy;Total Per Capita Carbon Emissions;0.014829831;Mg/person
New Jersey;1983;January;Annualy;Total Per Capita Carbon Emissions;0.014890627;Mg/person
New Jersey;2003;January;Annualy;Total Per Capita Carbon Emissions;0.014074835;Mg/person
New Jersey;2007;January;Annualy;Total Per Capita Carbon Emissions;0.014852869;Mg/person
New Jersey;2015;January;Annualy;Total Per Capita Carbon Emissions;0.01251484;Mg/person
New Jersey;2017;January;Annualy;Total Per Capita Carbon Emissions;0.011436096;Mg/person
New Jersey;1980;January;Annualy;Per Capita Carbon Emissions from Coal;0.00086764;Mg/person
New Jersey;1989;January;Annualy;Per Capita Carbon Emissions from Coal;0.001151941;Mg/person
New Jersey;1990;January;Annualy;Per Capita Carbon Emissions from Coal;0.00097974;Mg/person
New Jersey;1996;January;Annualy;Per Capita Carbon Emissions from Coal;0.001023768;Mg/person
New Jersey;1998;January;Annualy;Per Capita Carbon Emissions from Coal;0.001000551;Mg/person
New Jersey;2007;January;Annualy;Per Capita Carbon Emissions from Coal;0.001216651;Mg/person
New Jersey;2008;January;Annualy;Per Capita Carbon Emissions from Coal;0.001058864;Mg/person
New Jersey;1980;January;Annualy;Per Capita Carbon Emissions from Oil;0.011943609;Mg/person
New Jersey;1981;January;Annualy;Per Capita Carbon Emissions from Oil;0.010894405;Mg/person
New Jersey;1982;January;Annualy;Per Capita Carbon Emissions from Oil;0.011156016;Mg/person
New Jersey;1987;January;Annualy;Per Capita Carbon Emissions from Oil;0.011576455;Mg/person
New Jersey;1995;January;Annualy;Per Capita Carbon Emissions from Oil;0.009867525;Mg/person
New Jersey;1996;January;Annualy;Per Capita Carbon Emissions from Oil;0.009613435;Mg/person
New Jersey;1999;January;Annualy;Per Capita Carbon Emissions from Oil;0.009455496;Mg/person
New Jersey;2003;January;Annualy;Per Capita Carbon Emissions from Oil;0.008980452;Mg/person
New Jersey;2004;January;Annualy;Per Capita Carbon Emissions from Oil;0.00912253;Mg/person
New Jersey;2013;January;Annualy;Per Capita Carbon Emissions from Oil;0.00750464;Mg/person
New Jersey;2017;January;Annualy;Per Capita Carbon Emissions from Oil;0.006883674;Mg/person
New Jersey;1984;January;Annualy;Per Capita Carbon Emissions from Gas;0.002967212;Mg/person
New Jersey;1987;January;Annualy;Per Capita Carbon Emissions from Gas;0.002894114;Mg/person
New Jersey;1995;January;Annualy;Per Capita Carbon Emissions from Gas;0.004745451;Mg/person
New Jersey;1996;January;Annualy;Per Capita Carbon Emissions from Gas;0.004756778;Mg/person
New Jersey;2007;January;Annualy;Per Capita Carbon Emissions from Gas;0.003914403;Mg/person
New Jersey;2010;January;Annualy;Per Capita Carbon Emissions from Gas;0.004042882;Mg/person
New Jersey;2013;January;Annualy;Per Capita Carbon Emissions from Gas;0.004259921;Mg/person
New Jersey;2016;January;Annualy;Per Capita Carbon Emissions from Gas;0.004741671;Mg/person
New Mexico;1981;January;Annualy;Total Carbon Emissions;43.626061;Million Metric Tons of Carbon Dioxide
New Mexico;1986;January;Annualy;Total Carbon Emissions;42.594284;Million Metric Tons of Carbon Dioxide
New Mexico;2001;January;Annualy;Total Carbon Emissions;58.056871;Million Metric Tons of Carbon Dioxide
New Mexico;2003;January;Annualy;Total Carbon Emissions;57.345917;Million Metric Tons of Carbon Dioxide
New Mexico;2006;January;Annualy;Total Carbon Emissions;59.653751;Million Metric Tons of Carbon Dioxide
New Mexico;2008;January;Annualy;Total Carbon Emissions;56.290718;Million Metric Tons of Carbon Dioxide
New Mexico;2017;January;Annualy;Total Carbon Emissions;49.005391;Million Metric Tons of Carbon Dioxide
New Mexico;1982;January;Annualy;Carbon Emissions from Coal;21.186425;Million Metric Tons of Carbon Dioxide
New Mexico;1989;January;Annualy;Carbon Emissions from Coal;26.337743;Million Metric Tons of Carbon Dioxide
New Mexico;1990;January;Annualy;Carbon Emissions from Coal;26.234358;Million Metric Tons of Carbon Dioxide
New Mexico;1994;January;Annualy;Carbon Emissions from Coal;26.429577;Million Metric Tons of Carbon Dioxide
New Mexico;1995;January;Annualy;Carbon Emissions from Coal;26.167415;Million Metric Tons of Carbon Dioxide
New Mexico;2003;January;Annualy;Carbon Emissions from Coal;29.235004;Million Metric Tons of Carbon Dioxide
New Mexico;2004;January;Annualy;Carbon Emissions from Coal;29.605377;Million Metric Tons of Carbon Dioxide
New Mexico;1983;January;Annualy;Carbon Emissions from Oil;13.782467;Million Metric Tons of Carbon Dioxide
New Mexico;1984;January;Annualy;Carbon Emissions from Oil;13.04408;Million Metric Tons of Carbon Dioxide
New Mexico;1990;January;Annualy;Carbon Emissions from Oil;13.590746;Million Metric Tons of Carbon Dioxide
New Mexico;1995;January;Annualy;Carbon Emissions from Oil;12.966997;Million Metric Tons of Carbon Dioxide
New Mexico;2006;January;Annualy;Carbon Emissions from Oil;17.406049;Million Metric Tons of Carbon Dioxide
New Mexico;1984;January;Annualy;Carbon Emissions from Gas;8.984291;Million Metric Tons of Carbon Dioxide
New Mexico;1986;January;Annualy;Carbon Emissions from Gas;7.645974;Million Metric Tons of Carbon Dioxide
New Mexico;1987;January;Annualy;Carbon Emissions from Gas;8.708871;Million Metric Tons of Carbon Dioxide
New Mexico;1989;January;Annualy;Carbon Emissions from Gas;10.855278;Million Metric Tons of Carbon Dioxide
New Mexico;1991;January;Annualy;Carbon Emissions from Gas;12.035165;Million Metric Tons of Carbon Dioxide
New Mexico;1995;January;Annualy;Carbon Emissions from Gas;11.613244;Million Metric Tons of Carbon Dioxide
New Mexico;1996;January;Annualy;Carbon Emissions from Gas;12.359485;Million Metric Tons of Carbon Dioxide
New Mexico;1997;January;Annualy;Carbon Emissions from Gas;13.860151;Million Metric Tons of Carbon Dioxide
New Mexico;1999;January;Annualy;Carbon Emissions from Gas;12.238698;Million Metric Tons of Carbon Dioxide
New Mexico;2001;January;Annualy;Carbon Emissions from Gas;13.742738;Million Metric Tons of Carbon Dioxide
New Mexico;2003;January;Annualy;Carbon Emissions from Gas;11.919334;Million Metric Tons of Carbon Dioxide
New Mexico;2005;January;Annualy;Carbon Emissions from Gas;11.928065;Million Metric Tons of Carbon Dioxide
New Mexico;2006;January;Annualy;Carbon Emissions from Gas;12.056487;Million Metric Tons of Carbon Dioxide
New Mexico;2011;January;Annualy;Carbon Emissions from Gas;13.335517;Million Metric Tons of Carbon Dioxide
New Mexico;2012;January;Annualy;Carbon Emissions from Gas;13.227013;Million Metric Tons of Carbon Dioxide
New Mexico;2015;January;Annualy;Carbon Emissions from Gas;13.771053;Million Metric Tons of Carbon Dioxide
New Mexico;1985;January;Annualy;Total Per Capita Carbon Emissions;0.032328463;Mg/person
New Mexico;1991;January;Annualy;Total Per Capita Carbon Emissions;0.031801127;Mg/person
New Mexico;1992;January;Annualy;Total Per Capita Carbon Emissions;0.032705994;Mg/person
New Mexico;1998;January;Annualy;Total Per Capita Carbon Emissions;0.032015506;Mg/person
New Mexico;2006;January;Annualy;Total Per Capita Carbon Emissions;0.030370487;Mg/person
New Mexico;2016;January;Annualy;Total Per Capita Carbon Emissions;0.023090041;Mg/person
New Mexico;2017;January;Annualy;Total Per Capita Carbon Emissions;0.023409529;Mg/person
New Mexico;1985;January;Annualy;Per Capita Carbon Emissions from Coal;0.017519941;Mg/person
New Mexico;1990;January;Annualy;Per Capita Carbon Emissions from Coal;0.017106017;Mg/person
New Mexico;1994;January;Annualy;Per Capita Carbon Emissions from Coal;0.0159073;Mg/person
New Mexico;1996;January;Annualy;Per Capita Carbon Emissions from Coal;0.015414814;Mg/person
New Mexico;2010;January;Annualy;Per Capita Carbon Emissions from Coal;0.012374404;Mg/person
New Mexico;1984;January;Annualy;Per Capita Carbon Emissions from Oil;0.009458487;Mg/person
New Mexico;1985;January;Annualy;Per Capita Carbon Emissions from Oil;0.008759971;Mg/person
New Mexico;1988;January;Annualy;Per Capita Carbon Emissions from Oil;0.008722859;Mg/person
New Mexico;2007;January;Annualy;Per Capita Carbon Emissions from Oil;0.009096406;Mg/person
New Mexico;2010;January;Annualy;Per Capita Carbon Emissions from Oil;0.00704878;Mg/person
New Mexico;2012;January;Annualy;Per Capita Carbon Emissions from Oil;0.007250748;Mg/person
New Mexico;2014;January;Annualy;Per Capita Carbon Emissions from Oil;0.007627504;Mg/person
New Mexico;2016;January;Annualy;Per Capita Carbon Emissions from Oil;0.007537693;Mg/person
New Mexico;1989;January;Annualy;Per Capita Carbon Emissions from Gas;0.007247818;Mg/person
New Mexico;2000;January;Annualy;Per Capita Carbon Emissions from Gas;0.007545876;Mg/person
New Mexico;2004;January;Annualy;Per Capita Carbon Emissions from Gas;0.006386504;Mg/person
